BaseType,Initial_Weight_g,AfterBlend_Weight_g,AfterHeating_Weight_g,Heating_Temperature_C,AfterCompression_Weight_g,Heating_time,Pan_type,Blending_time,Blender_power_W,mixer_speed,ph,moisture,Compression_Pressure_psi
Onion peels,48.44,49.23,27.46,79.08,48.11,11.38,Iron ,21.29,210.89,0.99,7.07,L1,29
Onion peels,43.76,40.49,23.92,78.05,22.57,10.3,Iron ,15.27,194.06,1.03,7.29,L1,29
Onion peels,42.18,41.33,20.79,84.47,20.89,9.95,Iron ,15.59,206.43,1.03,6.52,L1,29
Onion peels,50.64,52.16,28.44,88.31,45.96,12.6,Iron ,20.07,206.52,1.03,6.97,L1,29
Onion peels,43.23,40.41,23.06,79.16,21.78,9.61,Iron ,15.13,190.42,0.94,6.86,L1,29
Onion peels,41.6,42.18,22.7,86.15,21.66,10.79,Iron ,14.26,215.43,1.05,7.26,L1,29
Onion peels,56.01,48.18,30.42,88.4,46.86,12.64,Iron ,20.22,208.25,1.07,7.71,L1,29
Onion peels,43.85,41.16,22.22,82.82,22.47,9.66,Iron ,15.33,191.22,0.96,6.97,L1,29
Onion peels,52.43,48.21,29.69,81.1,48.78,11.48,Iron ,20.78,191.21,1.01,6.96,L1,29
Onion peels,48.47,51.89,28.09,91.65,47.68,11.93,Iron ,18.99,204.18,1.0,7.72,L1,29
Onion peels,46.93,43.94,23.97,78.71,19.34,9.82,Iron ,15.18,185.73,1.07,7.27,L1,29
Onion peels,45.63,43.03,23.89,81.61,19.83,10.07,Iron ,15.15,202.63,0.95,7.46,L1,29
Onion peels,49.64,49.33,29.88,78.38,46.62,11.86,Iron ,19.44,193.94,0.95,7.22,L1,29
Onion peels,53.75,47.16,28.35,84.6,49.77,12.49,Iron ,20.53,211.12,1.03,6.79,L1,29
Onion peels,44.33,43.12,22.24,77.59,21.88,9.93,Iron ,15.8,189.52,0.96,6.92,L1,29
Onion peels,50.13,45.88,29.01,88.58,48.24,12.46,Iron ,20.06,200.62,1.05,6.69,L1,29
Onion peels,56.17,49.91,29.5,88.27,47.89,11.79,Iron ,20.07,191.96,0.92,7.02,L1,29
Onion peels,56.68,53.29,27.67,89.84,44.25,12.3,Iron ,19.71,189.45,0.96,6.94,L1,29
Onion peels,43.19,42.44,20.91,78.41,20.62,10.52,Iron ,15.99,195.96,0.96,7.05,L1,29
Onion peels,49.72,50.64,29.81,83.09,51.07,12.76,Iron ,18.78,186.42,1.03,6.66,L1,29
Onion peels,48.5,42.56,22.23,83.7,21.85,10.2,Iron ,15.62,198.31,0.98,6.63,L1,29
Onion peels,50.34,47.27,27.02,78.36,45.44,11.1,Iron ,21.33,187.26,1.03,6.98,L1,29
Onion peels,51.76,46.49,30.45,84.47,51.48,11.89,Iron ,19.65,214.31,1.07,6.64,L1,29
Onion peels,50.5,48.93,29.66,86.94,51.62,11.15,Iron ,18.58,212.99,0.94,6.99,L1,29
Onion peels,47.44,42.95,21.48,77.97,19.9,10.76,Iron ,14.84,189.55,1.03,6.96,L1,29
Onion peels,52.02,46.94,28.6,89.48,48.02,11.8,Iron ,20.94,197.27,0.95,7.35,L1,29
Onion peels,52.71,49.9,30.56,85.64,45.03,12.17,Iron ,19.68,208.51,1.05,7.15,L1,29
Onion peels,48.53,39.75,21.29,79.51,20.2,10.56,Iron ,14.31,208.5,1.04,7.03,L1,29
Onion peels,49.38,47.18,28.41,90.07,44.98,11.59,Iron ,18.59,213.28,0.92,7.77,L1,29
Onion peels,54.34,50.12,30.69,84.77,45.11,11.86,Iron ,20.29,193.01,1.02,6.78,L1,29
Onion peels,41.86,39.37,22.88,84.47,19.91,10.46,Iron ,15.38,196.42,0.93,7.05,L1,29
Onion peels,48.7,49.45,28.78,79.23,47.9,11.25,Iron ,18.97,201.47,1.03,7.38,L1,29
Onion peels,55.67,50.83,28.04,87.19,48.4,12.62,Iron ,19.89,196.19,0.93,7.4,L1,29
Onion peels,50.43,48.69,28.07,88.01,46.6,11.32,Iron ,19.69,196.12,0.99,7.04,L1,29
Onion peels,48.87,53.02,29.45,90.78,46.64,12.79,Iron ,18.65,209.7,0.99,6.99,L1,29
Onion peels,45.87,40.58,22.37,84.13,22.27,10.42,Iron ,16.04,208.51,1.06,7.04,L1,29
Onion peels,44.48,45.26,20.95,84.2,19.73,9.52,Iron ,14.1,191.35,0.98,6.98,L1,29
Onion peels,53.96,47.23,28.05,84.11,51.48,11.97,Iron ,20.55,192.75,1.03,6.86,L1,29
Onion peels,54.17,52.85,28.93,89.1,51.11,12.12,Iron ,20.59,199.06,1.03,7.76,L1,29
Onion peels,46.81,42.72,22.27,74.12,22.57,9.82,Iron ,15.1,201.47,1.02,6.77,L1,29
Onion peels,52.78,49.66,27.19,86.56,50.86,12.18,Iron ,19.0,195.21,1.06,7.73,L1,29
Onion peels,53.43,53.18,29.65,91.12,48.95,11.06,Iron ,20.36,187.65,1.05,7.11,L1,29
Onion peels,42.76,41.26,21.7,82.24,22.43,9.39,Iron ,14.88,202.15,0.92,6.73,L1,29
Onion peels,48.56,52.42,29.46,89.0,46.35,11.57,Iron ,21.57,211.32,0.98,7.34,L1,29
Onion peels,48.5,43.97,21.07,83.61,22.08,10.7,Iron ,13.96,212.28,1.0,7.23,L1,29
Onion peels,46.72,41.67,21.89,84.23,21.44,10.45,Iron ,13.86,204.04,0.94,6.75,L1,29
Onion peels,47.58,41.36,22.87,78.38,22.48,9.57,Iron ,15.83,212.6,0.97,7.55,L1,29
Onion peels,52.1,49.87,28.74,88.29,51.74,12.91,Iron ,20.38,184.83,0.99,7.51,L1,29
Onion peels,41.75,44.49,23.99,81.69,21.21,10.47,Iron ,14.04,202.94,0.96,7.32,L1,29
Onion peels,49.42,51.77,26.89,90.71,45.29,11.78,Iron ,19.29,199.8,1.01,7.42,L1,29
Onion peels,54.64,46.42,29.76,86.02,50.44,12.61,Iron ,19.34,210.5,0.99,7.25,L1,29
Onion peels,56.65,48.05,27.13,85.5,46.19,12.19,Iron ,21.02,199.47,1.01,6.91,L1,29
Onion peels,49.89,50.64,29.43,90.18,48.41,12.0,Iron ,18.61,193.46,0.93,6.93,L1,29
Onion peels,44.76,44.87,21.37,78.99,19.79,10.2,Iron ,14.21,201.58,0.92,7.25,L1,29
Onion peels,45.02,42.88,21.99,80.78,20.98,10.19,Iron ,14.45,196.48,1.04,7.31,L1,29
Onion peels,50.98,50.14,28.16,79.56,50.55,12.49,Iron ,18.93,206.44,1.01,7.46,L1,29
Onion peels,43.24,40.41,23.57,76.49,20.82,9.99,Iron ,14.81,193.61,1.03,6.72,L1,29
Onion peels,44.05,43.96,22.62,81.21,20.13,10.2,Iron ,14.91,205.96,0.99,6.73,L1,29
Onion peels,46.74,40.42,22.28,77.65,22.62,9.78,Iron ,14.46,193.52,0.99,6.78,L1,29
Onion peels,54.84,46.01,26.75,86.65,45.58,12.14,Iron ,20.33,196.32,1.08,7.38,L1,29
Onion peels,41.54,42.97,21.73,82.75,22.5,9.64,Iron ,14.57,207.25,0.95,7.21,L1,29
Onion peels,50.05,47.14,27.14,86.3,45.8,11.82,Iron ,18.93,210.78,1.06,7.51,L1,29
Onion peels,51.82,49.17,27.77,79.18,51.8,12.84,Iron ,21.57,211.98,0.94,6.92,L1,29
Onion peels,54.66,52.74,27.2,90.76,44.17,12.2,Iron ,20.24,201.56,1.02,7.73,L1,29
Onion peels,44.25,44.96,22.41,75.71,22.65,9.69,Iron ,15.86,191.43,0.93,6.67,L1,29
Onion peels,43.45,40.26,23.19,76.68,20.48,10.28,Iron ,14.31,193.23,1.05,7.49,L1,29
Onion peels,52.13,49.31,29.05,87.24,51.27,11.68,Iron ,21.33,198.14,1.06,7.29,L1,29
Onion peels,45.8,42.31,21.8,76.21,21.32,9.88,Iron ,14.75,204.25,1.02,7.03,L1,29
Onion peels,50.43,49.31,30.3,86.37,45.97,11.76,Iron ,21.19,206.12,0.97,7.75,L1,29
Onion peels,45.04,41.84,22.23,86.33,22.55,9.39,Iron ,15.42,199.31,0.96,6.49,L1,29
Onion peels,49.34,46.71,30.63,90.73,48.11,11.43,Iron ,20.2,207.27,1.03,7.38,L1,29
Onion peels,50.08,49.37,30.22,79.5,49.15,11.13,Iron ,20.35,205.76,1.07,7.45,L1,29
Onion peels,54.9,53.31,26.8,81.19,50.73,12.28,Iron ,19.28,184.5,0.99,6.98,L1,29
Onion peels,48.6,44.58,23.45,80.02,20.03,10.54,Iron ,14.17,191.83,1.02,6.5,L1,29
Onion peels,56.46,48.21,29.99,85.01,46.31,11.93,Iron ,19.97,195.71,0.99,7.2,L1,29
Orange peel,59.54,57.81,28.16,95.27,29.06,15.61,Iron,30.47,333.9,2.08,4.42,L2,22
Orange peel,77.3,69.83,35.32,100.82,33.36,18.46,Iron,35.93,362.78,2.85,4.2,L2,25
Orange peel,58.72,53.47,32.26,98.04,25.71,14.05,Iron,29.69,327.78,2.02,4.26,L2,22
Orange peel,63.21,59.1,32.33,98.67,26.26,15.36,Iron,31.06,362.31,1.92,4.43,L2,22
Orange peel,71.87,74.24,34.8,106.01,34.7,17.81,Iron,33.67,375.49,3.22,4.31,L2,25
Orange peel,64.49,60.58,28.13,93.26,27.63,14.23,Iron,30.19,334.19,1.93,4.64,L2,22
Orange peel,80.15,66.71,35.51,106.26,31.81,18.12,Iron,35.12,374.48,3.02,4.72,L2,25
Orange peel,63.94,56.68,27.71,94.25,27.04,14.05,Iron,29.61,372.57,1.92,4.83,L2,22
Orange peel,57.4,59.64,31.22,90.21,28.5,15.54,Iron,31.96,338.4,2.11,4.3,L2,22
Orange peel,56.7,58.04,28.88,97.08,28.78,15.63,Iron,27.96,349.85,2.08,4.46,L2,22
Orange peel,75.81,73.89,39.98,100.17,32.38,19.4,Iron,32.37,387.41,2.99,4.73,L2,25
Orange peel,63.25,56.7,29.59,89.65,25.34,16.12,Iron,30.08,342.35,1.95,4.19,L2,22
Orange peel,55.82,56.45,30.73,96.0,25.22,15.66,Iron,28.58,373.7,2.02,4.36,L2,22
Orange peel,58.87,59.3,29.56,90.84,28.21,15.07,Iron,31.82,328.37,2.1,4.28,L2,22
Orange peel,72.72,70.27,40.38,101.24,34.97,18.01,Iron,33.66,383.95,3.0,4.4,L2,25
Orange peel,71.03,67.74,38.43,107.04,32.31,16.88,Iron,35.43,362.81,3.09,4.74,L2,25
Orange peel,74.75,75.84,37.98,92.58,34.75,17.94,Iron,34.0,373.28,2.84,4.44,L2,25
Orange peel,58.65,59.52,27.68,101.01,27.19,14.12,Iron,32.37,371.53,2.02,4.18,L2,22
Orange peel,56.24,59.03,29.53,90.82,27.1,15.0,Iron,29.12,327.18,2.02,4.23,L2,22
Orange peel,76.74,71.12,38.41,93.89,34.44,16.71,Iron,37.44,410.26,2.83,4.31,L2,25
Orange peel,58.43,55.51,31.61,89.31,26.59,15.74,Iron,28.9,331.47,1.87,4.4,L2,22
Orange peel,79.73,76.36,36.28,107.18,35.55,19.0,Iron,33.71,363.96,3.15,4.37,L2,25
Orange peel,78.02,67.05,38.31,105.13,35.17,17.79,Iron,33.53,398.25,2.85,4.24,L2,25
Orange peel,61.68,56.95,32.23,92.77,28.01,15.77,Iron,31.53,357.05,1.86,4.44,L2,22
Orange peel,59.61,60.84,29.69,92.53,26.98,15.96,Iron,29.08,361.48,2.0,4.72,L2,22
Orange peel,78.89,73.95,36.66,102.08,33.67,16.79,Iron,34.36,365.55,3.1,4.43,L2,25
Orange peel,61.45,54.75,31.77,97.94,28.18,15.16,Iron,29.14,373.66,2.1,4.61,L2,22
Orange peel,64.04,56.92,28.08,99.68,27.77,14.64,Iron,27.76,354.25,2.02,4.44,L2,22
Orange peel,63.12,53.16,31.66,100.34,26.6,14.66,Iron,31.15,336.0,2.0,4.47,L2,22
Orange peel,57.6,54.47,30.58,97.96,25.3,14.81,Iron,30.9,322.76,1.89,4.33,L2,22
Orange peel,74.99,76.85,36.22,97.28,34.4,18.23,Iron,35.94,387.47,2.86,4.17,L2,25
Orange peel,60.61,54.9,27.71,91.79,27.41,14.97,Iron,28.99,342.52,2.14,4.23,L2,22
Orange peel,72.41,71.98,39.63,105.26,32.25,18.77,Iron,35.58,358.71,3.03,4.18,L2,25
Orange peel,57.95,54.04,29.54,93.39,27.45,14.9,Iron,30.28,371.19,2.11,4.6,L2,22
Orange peel,60.33,58.76,31.02,91.41,29.01,15.16,Iron,31.08,323.59,2.08,4.83,L2,22
Orange peel,64.62,55.63,29.49,92.09,27.45,13.95,Iron,31.46,353.13,2.11,4.57,L2,22
Orange peel,60.04,53.96,28.8,101.27,28.04,14.48,Iron,30.62,334.71,1.89,4.53,L2,22
Orange peel,57.89,53.01,29.5,91.11,27.58,16.11,Iron,31.0,336.55,1.84,4.41,L2,22
Orange peel,76.63,72.96,38.68,99.15,32.05,18.54,Iron,34.03,356.47,2.97,4.32,L2,25
Orange peel,76.59,73.17,38.7,96.38,34.24,18.5,Iron,35.09,374.46,3.17,4.61,L2,25
Orange peel,77.38,73.86,35.51,103.69,31.56,16.9,Iron,36.35,391.22,3.17,4.43,L2,25
Orange peel,77.72,74.21,35.32,100.0,33.79,17.63,Iron,34.13,406.32,2.78,4.5,L2,25
Orange peel,61.03,60.76,32.16,93.45,28.5,16.08,Iron,28.73,356.09,1.93,4.55,L2,22
Orange peel,56.07,57.68,30.73,98.87,26.74,15.54,Iron,31.54,367.78,1.88,4.35,L2,22
Orange peel,69.96,69.92,35.84,102.86,32.94,16.87,Iron,35.77,381.52,3.18,4.5,L2,25
Orange peel,72.24,66.73,36.41,99.35,34.88,17.34,Iron,32.64,402.77,3.09,4.32,L2,25
Orange peel,69.97,67.63,37.51,103.21,35.24,18.08,Iron,37.6,366.24,2.87,4.1,L2,25
Orange peel,59.99,55.12,27.92,93.65,28.59,14.29,Iron,29.54,346.38,2.1,4.42,L2,22
Orange peel,76.76,69.74,38.09,92.01,34.49,18.02,Iron,35.85,393.54,2.86,4.65,L2,25
Orange peel,77.21,72.13,38.75,106.54,32.01,16.63,Iron,37.44,375.5,2.92,4.45,L2,25
Orange peel,57.96,60.75,31.95,91.67,27.62,13.92,Iron,29.46,361.23,1.94,4.44,L2,22
Orange peel,57.44,59.12,30.35,87.44,26.55,16.1,Iron,28.57,358.1,1.97,4.39,L2,22
Orange peel,76.11,77.68,37.89,105.74,35.25,17.98,Iron,36.72,378.13,2.89,4.15,L2,25
Orange peel,70.8,66.63,40.4,102.88,33.92,17.86,Iron,37.72,392.29,2.9,4.08,L2,25
Orange peel,75.59,69.15,37.22,103.43,33.0,16.91,Iron,36.15,407.63,2.93,4.39,L2,25
Orange peel,71.64,77.11,39.32,105.83,32.6,17.8,Iron,32.53,404.5,3.06,4.6,L2,25
Orange peel,59.0,57.9,27.77,98.97,25.75,14.24,Iron,32.38,364.5,1.98,4.45,L2,22
Orange peel,80.78,73.77,36.91,100.08,34.9,19.36,Iron,34.0,392.27,2.86,4.06,L2,25
Orange peel,74.54,73.3,35.19,99.91,30.97,18.23,Iron,36.14,399.18,2.91,4.75,L2,25
Orange peel,62.79,55.0,31.04,90.27,28.84,14.57,Iron,31.13,376.87,2.14,4.42,L2,22
Orange peel,61.15,53.91,28.44,98.58,28.25,14.95,Iron,28.52,343.41,1.94,4.27,L2,22
Orange peel,69.21,70.18,38.78,105.58,31.77,17.77,Iron,33.48,371.23,3.21,4.38,L2,25
Orange peel,73.63,73.9,38.68,104.53,31.46,18.31,Iron,36.38,409.98,2.85,4.43,L2,25
Orange peel,71.66,69.64,38.23,101.31,32.03,19.18,Iron,37.49,386.32,2.89,4.28,L2,25
Orange peel,59.15,54.35,30.35,91.93,28.07,15.88,Iron,31.56,354.05,1.99,4.8,L2,22
Orange peel,72.72,76.11,36.8,106.64,31.53,16.78,Iron,34.4,356.93,2.99,4.14,L2,25
Orange peel,80.7,73.34,34.84,101.46,33.21,19.25,Iron,37.08,375.06,3.15,4.23,L2,25
Orange peel,57.97,53.33,30.47,99.26,25.11,14.65,Iron,31.13,367.54,1.87,4.84,L2,22
Orange peel,64.31,60.63,28.5,97.85,28.63,16.06,Iron,28.11,325.13,1.98,4.58,L2,22
Orange peel,61.3,60.7,29.5,96.11,26.99,16.16,Iron,30.3,325.28,1.9,4.71,L2,22
Orange peel,59.11,56.79,31.1,90.22,24.98,14.86,Iron,29.78,360.6,2.13,4.15,L2,22
Orange peel,57.19,61.2,31.05,98.46,28.29,15.11,Iron,32.12,336.58,1.89,4.64,L2,22
Orange peel,74.34,70.03,37.77,93.44,30.73,18.24,Iron,37.77,409.84,2.87,4.45,L2,25
Orange peel,59.63,56.81,31.61,93.7,24.9,14.97,Iron,28.1,365.3,1.88,4.38,L2,22
Orange peel,80.04,66.37,37.56,104.18,31.26,18.98,Iron,34.42,387.44,2.78,4.28,L2,25
Orange peel,69.47,73.45,38.08,105.01,30.97,18.53,Iron,32.41,351.92,2.78,4.62,L2,25
Orange peel,62.73,54.96,28.39,95.59,25.79,16.08,Iron,30.94,358.19,1.96,4.26,L2,22
Orange peel,76.76,67.02,37.78,98.93,31.06,18.41,Iron,35.56,399.14,2.88,4.53,L2,25
Orange peel,64.34,55.56,30.96,89.23,26.65,15.4,Iron,27.95,374.47,1.96,4.7,L2,22
Orange peel,59.89,55.21,30.37,94.01,25.05,13.89,Iron,28.34,363.65,1.86,4.75,L2,22
Orange peel,58.44,55.9,28.99,96.42,25.87,14.32,Iron,27.92,353.0,2.0,4.35,L2,22
Orange peel,64.25,55.97,30.91,87.84,28.58,14.28,Iron,31.96,356.4,1.94,4.4,L2,22
Orange peel,60.76,54.6,28.4,101.23,28.22,14.67,Iron,28.07,352.92,1.85,4.58,L2,22
Orange peel,63.99,57.12,30.48,93.36,27.34,15.32,Iron,30.19,363.81,2.13,4.38,L2,22
Orange peel,63.27,54.46,28.18,94.93,29.01,15.38,Iron,32.16,331.23,1.92,4.34,L2,22
Orange peel,62.99,60.51,32.23,89.3,26.66,13.85,Iron,29.74,353.55,1.95,4.28,L2,22
Orange peel,73.18,67.31,35.95,100.46,35.09,18.32,Iron,34.33,353.79,2.91,4.41,L2,25
Orange peel,79.74,74.32,38.54,101.8,30.59,18.26,Iron,37.67,350.86,3.24,4.69,L2,25
Orange peel,59.27,57.41,32.33,87.48,26.72,15.91,Iron,31.31,374.49,2.06,4.24,L2,22
Orange peel,72.75,68.54,39.57,107.57,31.14,18.55,Iron,33.75,377.22,3.2,4.36,L2,25
Orange peel,70.39,73.91,37.02,95.44,33.95,18.92,Iron,34.75,389.75,2.82,4.4,L2,25
Orange peel,61.42,53.89,31.09,94.05,28.2,15.68,Iron,31.97,369.88,2.04,4.86,L2,22
Orange peel,70.27,72.22,39.15,103.93,31.92,16.96,Iron,34.5,383.06,2.77,4.55,L2,25
Orange peel,75.66,77.15,35.87,95.92,34.29,19.44,Iron,35.85,374.24,3.15,4.09,L2,25
Orange peel,60.32,61.33,27.76,92.14,27.92,15.68,Iron,28.07,323.54,2.16,4.35,L2,22
Orange peel,69.03,77.56,37.51,105.56,34.52,18.97,Iron,35.55,362.83,2.76,4.23,L2,25
Orange peel,59.11,61.4,31.8,97.06,26.7,14.64,Iron,29.59,356.14,1.87,4.55,L2,22
Orange peel,56.4,58.77,31.56,87.63,26.1,15.87,Iron,31.79,330.43,1.99,4.45,L2,22
Orange peel,72.62,72.93,35.38,93.02,32.58,19.12,Iron,37.35,376.43,2.79,4.72,L2,25
Orange peel,73.2,70.56,38.73,101.65,33.91,18.59,Iron,35.97,383.23,3.2,4.51,L2,25
Pomegranate peel,77.29,75.55,38.3,93.46,31.06,17.02,Iron,36.58,396.78,3.19,4.32,L2,"
"
Pomegranate peel,78.18,75.15,34.61,101.31,31.06,18.13,Iron,36.44,368.98,3.22,4.52,L2,"
"
Pomegranate peel,74.28,69.85,36.49,102.84,32.19,17.75,Iron,33.29,400.29,3.1,4.62,L2,"
"
Pomegranate peel,62.03,53.04,31.77,100.46,27.67,16.04,Iron ,30.16,324.24,1.86,5.04,L2,"
"
Pomegranate peel,71.26,71.87,37.56,92.76,35.62,18.21,Iron,37.04,385.6,3.04,4.7,L2,"
"
Pomegranate peel,64.12,54.5,30.69,91.7,25.18,16.1,Iron ,29.65,370.01,2.0,4.88,L2,"
"
Pomegranate peel,56.25,55.29,32.35,101.96,28.83,15.89,Iron ,31.7,323.34,1.98,5.05,L2,"
"
Pomegranate peel,55.65,57.24,30.4,87.54,25.56,16.06,Iron ,30.05,360.64,1.88,4.73,L2,"
"
Pomegranate peel,73.4,72.95,39.27,99.06,31.18,18.52,Iron,34.79,392.79,3.04,4.41,L2,"
"
Pomegranate peel,78.84,71.95,38.16,100.05,32.38,18.12,Iron,35.69,382.49,2.78,4.38,L2,"
"
Pomegranate peel,72.37,74.32,40.27,93.03,35.26,16.56,Iron,33.14,373.57,2.77,4.5,L2,"
"
Pomegranate peel,64.25,54.98,28.89,87.71,25.19,15.3,Iron ,30.57,349.28,2.02,5.1,L2,"
"
Pomegranate peel,80.51,70.14,38.12,92.22,34.73,18.02,Iron,36.81,381.09,3.09,4.8,L2,"
"
Pomegranate peel,74.49,68.92,35.92,95.96,33.85,17.41,Iron,36.81,387.17,2.77,4.38,L2,"
"
Pomegranate peel,69.54,66.57,36.35,93.89,32.06,18.2,Iron,33.51,383.49,2.95,4.32,L2,"
"
Pomegranate peel,73.7,76.29,34.66,101.12,34.41,18.0,Iron,33.92,366.46,3.09,4.62,L2,"
"
Pomegranate peel,57.76,61.36,32.01,96.96,28.01,14.78,Iron ,29.51,354.23,1.88,4.53,L2,"
"
Pomegranate peel,62.88,58.49,30.17,97.43,27.9,15.41,Iron ,30.6,371.59,1.92,4.58,L2,"
"
Pomegranate peel,60.55,54.6,30.05,95.76,27.45,14.05,Iron ,28.61,374.97,1.97,4.93,L2,"
"
Pomegranate peel,79.73,67.1,39.64,97.13,33.15,17.09,Iron,34.51,388.27,2.93,4.83,L2,"
"
Pomegranate peel,61.39,56.25,28.75,90.4,24.88,15.19,Iron ,30.7,355.01,1.89,5.07,L2,"
"
Pomegranate peel,74.11,66.5,37.85,99.26,31.29,17.04,Iron,37.39,355.26,2.91,4.43,L2,"
"
Pomegranate peel,61.89,58.83,30.68,88.42,29.07,14.97,Iron ,30.88,325.48,2.08,4.98,L2,"
"
Pomegranate peel,62.79,55.78,28.84,95.2,25.21,15.9,Iron ,27.87,348.91,1.91,4.53,L2,"
"
Pomegranate peel,79.71,74.42,39.79,100.21,32.46,16.81,Iron,33.66,404.51,2.99,4.95,L2,"
"
Pomegranate peel,72.9,76.64,39.94,105.6,33.3,17.55,Iron,36.17,356.27,3.02,4.67,L2,"
"
Pomegranate peel,55.91,57.0,28.28,98.24,28.67,15.64,Iron ,30.58,336.28,1.84,4.83,L2,"
"
Pomegranate peel,58.62,56.65,28.34,88.76,27.35,14.54,Iron ,28.15,322.92,2.16,4.75,L2,"
"
Pomegranate peel,61.32,55.27,28.7,98.0,26.28,15.73,Iron ,31.42,333.77,1.89,4.83,L2,"
"
Pomegranate peel,57.67,53.0,30.94,89.39,25.62,14.28,Iron ,29.44,350.56,1.91,4.53,L2,"
"
Pomegranate peel,72.64,69.62,39.71,96.68,35.19,17.37,Iron,37.32,383.72,2.87,4.36,L2,"
"
Pomegranate peel,75.92,72.78,35.05,107.39,31.32,17.84,Iron,33.4,354.71,2.9,4.69,L2,"
"
Pomegranate peel,61.12,61.19,32.39,89.37,27.86,14.75,Iron ,31.71,356.81,2.16,4.72,L2,"
"
Pomegranate peel,55.22,61.56,31.69,89.08,28.69,15.55,Iron ,30.81,346.14,1.94,4.57,L2,"
"
Pomegranate peel,60.05,54.64,29.04,102.37,26.18,15.0,Iron ,30.01,322.9,1.94,4.52,L2,"
"
Pomegranate peel,59.78,61.33,28.23,94.46,29.03,14.24,Iron ,32.02,322.06,2.04,4.67,L2,"
"
Pomegranate peel,56.45,61.0,27.76,95.67,27.84,15.25,Iron ,28.43,373.23,2.08,4.63,L2,"
"
Pomegranate peel,74.15,76.5,38.31,96.95,32.23,17.83,Iron,35.4,354.31,2.94,4.57,L2,"
"
Pomegranate peel,57.25,59.29,30.58,94.58,28.51,15.45,Iron ,29.2,363.59,1.93,4.91,L2,"
"
Pomegranate peel,74.9,68.04,37.94,98.13,32.97,17.95,Iron,32.97,368.41,3.09,4.33,L2,"
"
Pomegranate peel,55.49,57.29,31.24,97.68,26.21,15.91,Iron ,28.0,325.91,1.96,4.87,L2,"
"
Pomegranate peel,63.33,54.64,30.07,96.66,26.96,16.14,Iron ,28.63,335.28,2.13,4.77,L2,"
"
Pomegranate peel,74.44,76.73,35.49,93.66,35.11,18.47,Iron,36.2,360.62,2.94,4.87,L2,"
"
Pomegranate peel,80.15,74.72,39.91,100.23,33.02,17.02,Iron,33.2,399.05,2.83,4.33,L2,"
"
Pomegranate peel,61.85,59.21,28.97,92.61,28.2,15.61,Iron ,32.27,353.1,2.13,4.56,L2,"
"
Pomegranate peel,71.31,74.11,38.9,106.0,32.65,17.7,Iron,35.97,357.01,3.01,4.36,L2,"
"
Pomegranate peel,76.24,68.37,37.24,107.05,30.63,17.85,Iron,35.17,370.28,3.08,4.49,L2,"
"
Pomegranate peel,56.93,58.88,29.91,93.87,27.61,15.57,Iron ,28.36,377.15,2.02,4.44,L2,"
"
Pomegranate peel,61.58,57.23,28.35,90.91,27.32,14.71,Iron ,29.43,358.95,1.9,4.45,L2,"
"
Pomegranate peel,69.32,74.93,35.54,100.85,34.1,19.13,Iron,33.31,367.47,3.12,4.94,L2,"
"
Pomegranate peel,69.88,72.76,40.01,104.45,33.07,18.47,Iron,35.68,382.59,2.9,4.9,L2,"
"
Pomegranate peel,55.96,55.28,28.57,96.45,28.86,13.9,Iron ,28.31,345.91,1.85,4.63,L2,"
"
Pomegranate peel,72.11,75.41,34.75,96.26,33.16,16.77,Iron,35.54,386.72,3.06,4.69,L2,"
"
Pomegranate peel,61.28,55.96,28.76,101.89,28.83,14.25,Iron ,30.19,361.1,1.87,4.68,L2,"
"
Pomegranate peel,63.32,57.01,32.0,96.09,25.85,15.54,Iron ,28.11,340.25,2.15,5.07,L2,"
"
Pomegranate peel,57.64,56.57,30.56,91.31,25.71,15.04,Iron ,28.35,357.88,2.01,4.83,L2,"
"
Pomegranate peel,55.77,56.63,31.34,101.8,25.64,15.86,Iron ,30.45,336.94,2.03,4.76,L2,"
"
Pomegranate peel,76.2,69.23,38.89,101.15,32.99,17.04,Iron,37.3,377.09,2.84,4.51,L2,"
"
Pomegranate peel,77.75,69.08,39.19,104.78,32.58,18.6,Iron,34.84,388.64,3.1,4.81,L2,"
"
Pomegranate peel,58.29,61.12,30.22,98.66,25.65,14.91,Iron ,29.38,350.34,2.03,5.12,L2,"
"
Pomegranate peel,64.43,54.63,30.04,89.95,27.98,15.75,Iron ,27.86,358.4,1.84,4.67,L2,"
"
Pomegranate peel,60.27,60.24,29.34,95.59,27.33,14.54,Iron ,31.09,338.09,2.15,4.76,L2,"
"
Pomegranate peel,70.59,71.1,36.2,96.12,34.3,18.11,Iron,32.52,393.32,2.98,4.58,L2,"
"
Pomegranate peel,55.41,56.82,30.72,93.09,27.6,14.29,Iron ,29.92,330.83,1.86,4.67,L2,"
"
Pomegranate peel,56.25,60.64,28.68,94.61,27.74,15.08,Iron ,28.4,361.1,1.99,4.63,L2,"
"
Pomegranate peel,59.05,61.18,29.53,90.09,26.7,14.63,Iron ,32.25,330.85,2.12,4.63,L2,"
"
Pomegranate peel,73.6,77.17,36.56,97.39,34.2,17.31,Iron,34.51,395.74,2.92,4.87,L2,"
"
Pomegranate peel,72.0,68.21,38.63,107.91,31.0,18.23,Iron,36.79,405.33,2.84,4.76,L2,"
"
Pomegranate peel,74.5,69.29,39.07,97.64,31.0,19.32,Iron,32.67,392.85,3.08,4.64,L2,"
"
